DateTime,Indoor_temperature,Indoor_humidity,Outdoor_temperature,Outdoor_humidity,Mechanical_ventilation,Storage_heaters
2012-03-13 18:45,24.074576096858483,59.67868059444963,20.18,54.928,0,0
2012-03-13 19:00,24.307585330062842,60.43874941737015,20.07,55.752,0,0
2012-03-13 19:15,24.470691793305893,60.9707975934145,20.02,56.0213,0,0
2012-03-13 19:30,24.58486631757603,61.34323131664556,20.01,56.584,0,0
2012-03-13 19:45,24.664788484565122,61.6039349229073,19.9,57.5387,0,0
2012-03-13 20:00,24.720734001457487,61.78642744729052,19.85,57.9147,0,0
2012-03-13 20:15,24.759895863282143,61.91417221435877,19.76,57.5893,0,0
2012-03-13 20:30,24.787309166559403,62.00359355130655,19.68,57.1467,0,0
2012-03-13 20:45,24.806498478853484,62.066188487169995,19.58,57.1653,0,0
2012-03-13 21:00,24.81993099745934,62.1100049422744,19.54,57.1813,0,0
2012-03-13 21:15,24.829333760483443,62.14067646084749,19.44,57.2453,0,0
2012-03-13 21:30,24.835915694600313,62.16214652384865,19.34,57.3653,0,0
2012-03-13 21:45,24.840523048482122,62.17717556794946,19.24,57.5253,0,0
2012-03-13 22:00,24.84374819619939,62.18769589882004,19.11,57.712,0,0
2012-03-13 22:15,24.846005799601475,62.195060130429425,18.94,57.896,0,0
2012-03-13 22:30,24.847586121982935,62.20021509255601,18.81,58.0133,0,0
2012-03-13 22:45,24.84869234764996,62.203823566044605,18.71,57.928,0,0
2012-03-13 23:00,24.849466705616873,62.20634949748663,18.6,58.048,0,0
2012-03-13 23:15,24.850008756193713,62.208117649496046,18.45,58.0107,0,0
2012-03-13 23:30,24.850388191597503,62.20935535590263,18.27,57.864,0,0
2012-03-13 23:45,20.104382062261905,59.06578300125541,18.07,57.7173,1,1
2012-03-14 00:00,21.87844950584524,60.00972110213419,17.85,57.5627,0,1
2012-03-14 00:15,23.120296716353568,60.67047777274934,17.63,57.472,0,1
2012-03-14 00:30,23.9895897637094,61.133007442179945,17.45,57.7253,0,1
2012-03-14 00:45,24.598094896858484,61.45677821078138,17.24,58.3413,0,1
2012-03-14 01:00,25.024048490062842,61.68341774880237,17.15,58.496,0,1
2012-03-14 01:15,25.322216005305894,61.84206542541706,17.02,58.1013,0,1
2012-03-14 01:30,25.530933265976028,61.953118799047346,16.8,57.44,0,1
2012-03-14 01:45,25.677035348445123,62.03085616058854,16.73,57.5707,0,1
2012-03-14 02:00,25.77930680617349,62.08527231366739,16.59,57.4293,0,1
2012-03-14 02:15,25.850896826583348,62.12336362082257,16.47,57.3867,0,1
2012-03-14 02:30,25.90100984087025,62.1500275358312,16.31,57.3787,0,1
2012-03-14 02:45,25.936088950871078,62.16869227633724,16.19,57.3493,0,1
2012-03-14 03:00,25.96064432787166,62.181757594691476,16.2,56.8533,0,1
2012-03-14 03:15,25.974204001414925,62.19090331753945,16.13,56.6053,0,1
2012-03-14 03:30,25.98369577289521,62.19730532353303,16.14,56.2693,0,1
2012-03-14 03:45,25.64034001293141,62.20178672772853,16.08,56.0453,0,0
2012-03-14 04:00,25.39999098095675,62.20492371066538,16.1,55.984,0,0
2012-03-14 04:15,25.231746658574487,62.20711959872118,16.09,56.0373,0,0
2012-03-14 04:30,25.113975632906904,62.20865672036024,15.98,56.0667,0,0
2012-03-14 04:45,25.031535914939596,62.20973270550758,15.99,56.1867,0,0
2012-03-14 05:00,24.97382811236248,62.21048589511071,15.96,56.104,0,0
2012-03-14 05:15,24.933432650558498,62.2110131278329,16.0,56.0907,0,0
2012-03-14 05:30,24.90515582729571,62.21138219073843,15.93,56.4747,0,0
2012-03-14 05:45,18.602752971904764,58.61913307625541,15.93,57.0773,1,0
2012-03-14 06:00,20.473680052238098,59.69841622963419,16.02,56.8853,0,0
2012-03-14 06:15,21.78332900847143,60.45391443699934,16.05,56.9093,0,0
2012-03-14 06:30,22.700083277834764,60.98276318215495,16.1,56.9573,0,0
2012-03-14 06:45,23.341811266389097,61.35295730376387,16.15,57.088,0,0
2012-03-14 07:00,23.79102085837713,61.61232928889012,16.24,56.8347,0,0
2012-03-14 07:15,24.105467572768756,61.79281755347849,16.32,56.12,0,0
2012-03-14 07:30,24.325580272842892,61.919159338690356,16.4,55.3573,0,0
2012-03-14 07:45,24.479659162894787,62.00759858833866,16.49,54.4987,0,0
2012-03-14 08:00,24.587514385931115,62.07034208809247,16.62,53.9627,0,0
2012-03-14 08:15,24.663013042056544,62.11426253792013,16.65,54.224,0,0
2012-03-14 08:30,24.715862101344342,62.14365677779951,16.82,55.1733,0,0
2012-03-14 08:45,24.7528564428458,62.164232745715054,16.91,56.2373,0,0
2012-03-14 09:00,24.778752481896824,62.17863592325594,17.01,56.9333,0,0
2012-03-14 09:15,24.796879709232535,62.18871814753457,17.16,56.792,0,0
2012-03-14 09:30,24.813197858724678,62.19577570452961,17.29,55.752,0,0
2012-03-14 09:45,24.824620563369177,62.20071599442613,17.46,55.08,0,0
2012-03-14 10:00,24.832616456620325,62.20417419735371,17.56,54.1627,0,0
2012-03-14 10:15,24.83821358189613,62.206594939403004,17.7,53.416,0,0
2012-03-14 10:30,24.842131569589196,62.20828945883751,17.87,52.92,0,0
2012-03-14 10:45,24.84487416097434,62.20947562244166,18.04,52.8747,0,0
2012-03-14 11:00,24.84679397494394,62.213964711964564,18.18,52.696,0,0
2012-03-14 11:15,24.84813784472266,62.23319061427347,18.35,52.0427,0,0
2012-03-14 11:30,24.849078553567765,62.22690643124683,18.49,52.0773,0,0
