DateTime,Indoor_temperature,Indoor_humidity,Outdoor_temperature,Outdoor_humidity,Mechanical_ventilation,Storage_heaters
2012-03-13 19:00,24.220605083531872,60.403825161832046,20.07,55.752,0,0
2012-03-13 19:15,24.380258691071187,60.93237587072872,20.02,56.0213,0,0
2012-03-13 19:30,24.492016216348706,61.30236136695639,20.01,56.584,0,0
2012-03-13 19:45,24.57024648404297,61.561351214315756,19.9,57.5387,0,0
2012-03-13 20:00,24.625007671428953,61.742644107467314,19.85,57.9147,0,0
2012-03-13 20:15,24.663340502599144,61.869549132673406,19.76,57.5893,0,0
2012-03-13 20:30,24.690173484418278,61.958382650317674,19.68,57.1467,0,0
2012-03-13 20:45,24.70895657169167,62.02056611266866,19.58,57.1653,0,0
2012-03-13 21:00,24.722104732783045,62.06409453631435,19.54,57.1813,0,0
2012-03-13 21:15,24.731460079763316,62.094564432866335,19.44,57.2453,0,0
2012-03-13 21:30,24.738008822649505,62.11589336045272,19.34,57.3653,0,0
2012-03-13 21:45,24.742592942669837,62.13082360976319,19.24,57.5253,0,0
2012-03-13 22:00,24.745658775536608,62.14127478428052,19.11,57.712,0,0
2012-03-13 22:15,24.74794790969081,62.14859060644265,18.94,57.896,0,0
2012-03-13 22:30,24.74940725245129,62.153711681956146,18.81,58.0133,0,0
2012-03-13 22:45,24.750428792383627,62.158206240113444,18.71,57.928,0,0
2012-03-13 23:00,24.751561579686847,62.16135243082355,18.6,58.048,0,0
2012-03-13 23:15,24.752354530799103,62.16355476432062,18.45,58.0107,0,0
2012-03-13 23:30,24.75290959657768,62.16509639776857,18.27,57.864,0,0
2012-03-13 23:45,20.07526142501831,59.05271806274414,18.07,57.7173,1,1
2012-03-14 00:00,21.82894442253113,59.98660090136718,17.85,57.5627,0,1
2012-03-14 00:15,23.05666557193756,60.640318888403314,17.63,57.472,0,1
2012-03-14 00:30,23.916070376522065,61.097921479328605,17.45,57.7253,0,1
2012-03-14 00:45,24.517653739731216,61.41824329297631,17.24,58.3413,0,1
2012-03-14 01:00,24.938762093977623,61.6424685625297,17.15,58.496,0,1
2012-03-14 01:15,25.233394890802646,61.79942625121708,17.02,58.1013,0,1
2012-03-14 01:30,25.439780899727623,61.90929663329824,16.8,57.44,0,1
2012-03-14 01:45,25.584108054827645,61.98620590075505,16.73,57.5707,0,1
2012-03-14 02:00,25.6858485044377,62.04004238797482,16.59,57.4293,0,1
2012-03-14 02:15,25.757066819164738,62.07863773432651,16.47,57.3867,0,1
2012-03-14 02:30,25.806919639473666,62.10474467147485,16.31,57.3787,0,1
2012-03-14 02:45,25.841816613689915,62.123929332776534,16.19,57.3493,0,1
2012-03-14 03:00,25.863938987981378,62.137358595687715,16.2,56.8533,0,1
2012-03-14 03:15,25.8794246499854,62.14675907972554,16.13,56.6053,0,1
2012-03-14 03:30,25.883562190292512,62.153339418552015,16.14,56.2693,0,1
2012-03-14 03:45,25.53645846850749,62.15794565573055,16.08,56.0453,0,0
2012-03-14 04:00,25.293342812110517,62.161170021755524,16.1,55.984,0,0
2012-03-14 04:15,25.121745169435613,62.163427077973004,16.09,56.0373,0,0
2012-03-14 04:30,25.001626819563178,62.165007017325244,15.98,56.0667,0,0
2012-03-14 04:45,24.917543974652475,62.16611297487181,15.99,56.1867,0,0
2012-03-14 05:00,24.858685983214983,62.166887145154405,15.96,56.104,0,0
2012-03-14 05:15,24.817485389208738,62.16742906435222,16.0,56.0907,0,0
2012-03-14 05:30,24.787543479568917,62.168636197097335,15.93,56.4747,0,0
2012-03-14 05:45,18.566303707122803,58.60554585205078,15.93,57.0773,1,0
2012-03-14 06:00,20.412297089767456,59.675317948486324,16.02,56.8853,0,0
2012-03-14 06:15,21.704492457618713,60.42415841599121,16.05,56.9093,0,0
2012-03-14 06:30,22.608972471492766,60.94834674324463,16.1,56.9573,0,0
2012-03-14 06:45,23.242108481204603,61.315278572322015,16.15,57.088,0,0
2012-03-14 07:00,23.68530368800289,61.58126705262736,16.24,56.8347,0,0
2012-03-14 07:15,23.99554033276169,61.70107753437333,16.32,56.12,0,0
2012-03-14 07:30,24.21270598409285,61.78494487159551,16.4,55.3573,0,0
2012-03-14 07:45,24.364721940024662,61.84365200765104,16.49,54.4987,0,0
2012-03-14 08:00,24.47113310917693,61.941992257406504,16.62,53.9627,0,0
2012-03-14 08:15,24.54635287262136,62.01083043223533,16.65,54.224,0,0
2012-03-14 08:30,24.59775071795775,62.05901715461551,16.82,55.1733,0,0
2012-03-14 08:45,24.634830703528678,62.09192007097499,16.91,56.2373,0,0
2012-03-14 09:00,24.660786693428324,62.114952112426636,17.01,56.9333,0,0
2012-03-14 09:15,24.68051562070256,62.131074541442786,17.16,56.792,0,0
2012-03-14 09:30,24.70102829289023,62.14236024175409,17.29,55.752,0,0
2012-03-14 09:45,24.71783572222897,62.14935042667415,17.46,55.08,0,0
2012-03-14 10:00,24.72873784750974,62.15424355611819,17.56,54.1627,0,0
2012-03-14 10:15,24.73636933520628,62.157668746729016,17.7,53.416,0,0
2012-03-14 10:30,24.74171137659386,62.1600663801566,17.87,52.92,0,0
2012-03-14 10:45,24.745450805565163,62.161744723555906,18.04,52.8747,0,0
2012-03-14 11:00,24.747678353049665,62.166478676484246,18.18,52.696,0,0
2012-03-14 11:15,24.74892912264746,62.201111108084866,18.35,52.0427,0,0
2012-03-14 11:30,24.750503227802685,62.190476033105696,18.49,52.0773,0,0
